Weights,1,2,3,4,5,6,7,8,,1_w,2_w,3_w,4_w,5_w,6_w,7_w,8_w
0,0.026714047,0.026095035,0.024717609,0.025307071,0.023990783,0.022121677,0.021320414,0.021482421,,0.00E+00,6.97E-04,6.45E-04,6.26E-04,6.07E-04,5.31E-04,4.72E-04,4.58E-04
0,0.012720012,0.013850562,0.014603964,0.015996609,0.017789218,0.019110209,0.018938722,0.0213357,,0.00E+00,1.76E-04,2.02E-04,2.34E-04,2.85E-04,3.40E-04,3.62E-04,4.04E-04
1.17E-13,0.030032014,0.021306238,0.021329491,0.019642317,0.023722798,0.025464002,0.020647812,0.017697867,,3.51E-15,6.40E-04,4.54E-04,4.19E-04,4.66E-04,6.04E-04,5.26E-04,3.65E-04
2.14E-15,0.018230665,0.017424383,0.017172138,0.019798418,0.018159268,0.017694027,0.016969857,0.019770468,,3.90E-17,3.18E-04,2.99E-04,3.40E-04,3.60E-04,3.21E-04,3.00E-04,3.36E-04
9.15E-14,0.027575824,0.027136203,0.025480543,0.02601027,0.024244622,0.021019347,0.021330051,0.021037658,,2.52E-15,7.48E-04,6.91E-04,6.63E-04,6.31E-04,5.10E-04,4.48E-04,4.49E-04
0,0.016690439,0.017413523,0.034547943,0.010979145,0.040204919,0.015242936,0.022714298,0.026156279,,0.00E+00,2.91E-04,6.02E-04,3.79E-04,4.41E-04,6.13E-04,3.46E-04,5.94E-04
9.96E-14,0.015581582,0.016750068,0.028669218,0.013780854,0.040216933,0.018360496,0.024159521,0.025163338,,1.55E-15,2.61E-04,4.80E-04,3.95E-04,5.54E-04,7.38E-04,4.44E-04,6.08E-04
4.02E-14,0.013784165,0.015204862,0.029537009,0.011450603,0.039677312,0.015512847,0.021664713,0.023601513,,5.54E-16,2.10E-04,4.49E-04,3.38E-04,4.54E-04,6.16E-04,3.36E-04,5.11E-04
0,0.01226886,0.013865475,-0.00380536,0.011653635,0.016721046,0.029835685,0.009942891,0.022690931,,0.00E+00,1.70E-04,-5.28E-05,-4.43E-05,1.95E-04,4.99E-04,2.97E-04,2.26E-04
5.19E-14,0.015315318,0.01655472,0.032184051,0.012708306,0.040978354,0.016553581,0.022328828,0.024743606,,7.95E-16,2.54E-04,5.33E-04,4.09E-04,5.21E-04,6.78E-04,3.70E-04,5.52E-04
0,0.015265664,0.016769758,0.030902748,0.012494846,0.041095345,0.016551976,0.022124665,0.024329815,,0.00E+00,2.56E-04,5.18E-04,3.86E-04,5.13E-04,6.80E-04,3.66E-04,5.38E-04
1.27E-13,0.016354107,0.017127497,0.019947669,0.012335,0.037816375,0.017427954,0.025676421,0.024454213,,2.08E-15,2.80E-04,3.42E-04,2.46E-04,4.66E-04,6.59E-04,4.47E-04,6.28E-04
8.69E-15,0.006499183,0.008383847,0.013271831,0.003073795,0.031115845,0.008293759,0.018229476,0.017642386,,5.65E-17,5.45E-05,1.11E-04,4.08E-05,9.56E-05,2.58E-04,1.51E-04,3.22E-04
4.94E-14,0.019475906,0.021306165,0.00473464,0.018823961,0.023316991,0.030912917,0.016005386,0.024618147,,9.62E-16,4.15E-04,1.01E-04,8.91E-05,4.39E-04,7.21E-04,4.95E-04,3.94E-04
3.78E-14,0.017595695,0.019264409,0.025033922,0.012537583,0.039592694,0.013019682,0.018534546,0.018795266,,6.65E-16,3.39E-04,4.82E-04,3.14E-04,4.96E-04,5.15E-04,2.41E-04,3.48E-04
1.03E-13,0.015379558,0.017145849,0.023860069,0.012457109,0.040883765,0.015590515,0.021643482,0.021974776,,1.58E-15,2.64E-04,4.09E-04,2.97E-04,5.09E-04,6.37E-04,3.37E-04,4.76E-04
0,0.01662628,0.01770177,0.023299193,0.01492735,0.039195688,0.019033795,0.024895724,0.024222218,,0.00E+00,2.94E-04,4.12E-04,3.48E-04,5.85E-04,7.46E-04,4.74E-04,6.03E-04
0,0.007711917,0.001799585,-0.011037691,0.000909929,0.010487603,0.023188442,0.009619401,0.020916283,,0.00E+00,1.39E-05,-1.99E-05,-1.00E-05,9.54E-06,2.43E-04,2.23E-04,2.01E-04
0,0.015946639,0.017254238,0.022256061,0.013397408,0.037172178,0.01652749,0.022064102,0.021435436,,0.00E+00,2.75E-04,3.84E-04,2.98E-04,4.98E-04,6.14E-04,3.65E-04,4.73E-04
0,0.017909983,0.018410421,0.025044854,0.016472337,0.039638588,0.019944012,0.026521279,0.02553931,,0.00E+00,3.30E-04,4.61E-04,4.13E-04,6.53E-04,7.91E-04,5.29E-04,6.77E-04
0,0.010580772,0.002481174,-0.010765652,0.001588194,0.011655407,0.02438916,0.007030005,0.014497976,,0.00E+00,2.63E-05,-2.67E-05,-1.71E-05,1.85E-05,2.84E-04,1.71E-04,1.02E-04
7.14E-14,0.010415243,0.012263995,0.019132534,0.008570996,0.034986487,0.012360572,0.019403852,0.019244763,,7.44E-16,1.28E-04,2.35E-04,1.64E-04,3.00E-04,4.32E-04,2.40E-04,3.73E-04
5.27E-14,0.010374048,0.01183767,0.019811322,0.009059777,0.0348224,0.012653687,0.020501519,0.020120819,,5.47E-16,1.23E-04,2.35E-04,1.79E-04,3.15E-04,4.41E-04,2.59E-04,4.13E-04
2.38E-14,0.018785933,0.018033445,0.000816042,0.014076057,0.019165808,0.02895165,0.012585931,0.019633853,,4.47E-16,3.39E-04,1.47E-05,1.15E-05,2.70E-04,5.55E-04,3.64E-04,2.47E-04
0,0.011453066,0.011666996,-0.003928546,0.009898982,0.016071766,0.026622814,0.011490025,0.020407177,,0.00E+00,1.34E-04,-4.58E-05,-3.89E-05,1.59E-04,4.28E-04,3.06E-04,2.34E-04
0,0.016797703,0.018622348,0.023880602,0.011639739,0.039232984,0.012679112,0.018319299,0.018608556,,0.00E+00,3.13E-04,4.45E-04,2.78E-04,4.57E-04,4.97E-04,2.32E-04,3.41E-04
0,0.018186632,0.018938241,0.035781052,0.012937752,0.041655171,0.017019688,0.024041527,0.027294622,,0.00E+00,3.44E-04,6.78E-04,4.63E-04,5.39E-04,7.09E-04,4.09E-04,6.56E-04
0,0.017934962,0.01868729,0.035577843,0.01262442,0.041428531,0.016730199,0.023820259,0.02710195,,0.00E+00,3.35E-04,6.65E-04,4.49E-04,5.23E-04,6.93E-04,3.99E-04,6.46E-04
3.01E-14,0.020177689,0.022801927,0.00538724,0.021252001,0.024448699,0.035309359,0.015404148,0.029374281,,6.07E-16,4.60E-04,1.23E-04,1.14E-04,5.20E-04,8.63E-04,5.44E-04,4.52E-04
0,0.017088792,0.017760994,0.035353806,0.012052051,0.041242203,0.016729806,0.024174139,0.027602037,,0.00E+00,3.04E-04,6.28E-04,4.26E-04,4.97E-04,6.90E-04,4.04E-04,6.67E-04
0,0.017093816,0.017795635,0.035034322,0.011546081,0.040582285,0.015716004,0.023073338,0.026484975,,0.00E+00,3.04E-04,6.23E-04,4.05E-04,4.69E-04,6.38E-04,3.63E-04,6.11E-04
0,0.020906485,0.021599818,0.038561248,0.017691248,0.044819059,0.021032462,0.025621853,0.028574395,,0.00E+00,4.52E-04,8.33E-04,6.82E-04,7.93E-04,9.43E-04,5.39E-04,7.32E-04
2.89E-14,0.017148397,0.017696169,-0.000435832,0.014695084,0.01981131,0.033349531,0.012553165,0.024608509,,4.96E-16,3.03E-04,-7.71E-06,-6.40E-06,2.91E-04,6.61E-04,4.19E-04,3.09E-04
5.22E-14,0.016075449,0.017181611,0.033124087,0.014127554,0.042217461,0.018653366,0.024572455,0.026905128,,8.39E-16,2.76E-04,5.69E-04,4.68E-04,5.96E-04,7.87E-04,4.58E-04,6.61E-04
1.89E-14,0.016545356,0.01591949,0.036191934,0.015703318,0.038962598,0.018611506,0.025625588,0.027484194,,3.13E-16,2.63E-04,5.76E-04,5.68E-04,6.12E-04,7.25E-04,4.77E-04,7.04E-04
