Weights,1,2,3,4,5,6,7,8,,1_w,2_w,3_w,4_w,5_w,6_w,7_w,8_w
5.32E-14,0.021999125,0.021954873,0.02192565,0.021879864,0.021844776,0.021800595,0.02175028,0.021715191,,1.17E-15,4.83E-04,4.81E-04,4.80E-04,4.78E-04,4.76E-04,4.74E-04,4.72E-04
0,0.016538141,0.017942139,0.02503484,0.013004686,0.041862925,0.015571698,0.022396887,0.02265528,,0.00E+00,2.97E-04,4.49E-04,3.26E-04,5.44E-04,6.52E-04,3.49E-04,5.07E-04
0,0.020317311,0.02031059,0.020306152,0.020299198,0.020293869,0.020287159,0.020279518,0.020274189,,0.00E+00,4.13E-04,4.12E-04,4.12E-04,4.12E-04,4.12E-04,4.11E-04,4.11E-04
5.85E-15,0.009633564,0.010169971,0.011898392,0.012041434,0.023663577,0.013221528,0.015414835,0.015390995,,5.64E-17,9.80E-05,1.21E-04,1.43E-04,2.85E-04,3.13E-04,2.04E-04,2.37E-04
6.64E-14,0.017931101,0.017990728,0.017980371,0.018093898,0.018579386,0.018603943,0.018529017,0.018721706,,1.19E-15,3.23E-04,3.23E-04,3.25E-04,3.36E-04,3.46E-04,3.45E-04,3.47E-04
0,0.022056289,0.022014164,0.021988168,0.021936057,0.021893615,0.021870512,0.021822839,0.0218121,,0.00E+00,4.86E-04,4.84E-04,4.82E-04,4.80E-04,4.79E-04,4.77E-04,4.76E-04
2.40E-14,0.02248161,0.022468084,0.022405865,0.022374756,0.022374756,0.022313889,0.022307126,0.022307126,,5.40E-16,5.05E-04,5.03E-04,5.01E-04,5.01E-04,4.99E-04,4.98E-04,4.98E-04
0,0.020758015,0.023303195,0.023303195,0.024393986,0.02403039,0.022939597,0.02403039,0.025848375,,0.00E+00,4.84E-04,5.43E-04,5.68E-04,5.86E-04,5.51E-04,5.51E-04,6.21E-04
5.16E-14,0.02413698,0.023739471,0.023037986,0.023108134,0.022406649,0.021868843,0.021564866,0.020769848,,1.25E-15,5.73E-04,5.47E-04,5.32E-04,5.18E-04,4.90E-04,4.72E-04,4.48E-04
0,0.020875966,0.020849892,0.020831197,0.02082431,0.020782001,0.020775606,0.020769702,0.020761339,,0.00E+00,4.35E-04,4.34E-04,4.34E-04,4.33E-04,4.32E-04,4.32E-04,4.31E-04
0,0.01803388,0.019407351,0.026432177,0.014421555,0.043124116,0.016897934,0.023665414,0.0238769,,0.00E+00,3.50E-04,5.13E-04,3.81E-04,6.22E-04,7.29E-04,4.00E-04,5.65E-04
0,0.023644121,0.01885321,0.023888853,0.020434242,0.023139104,0.024899374,0.020028788,0.02579665,,0.00E+00,4.46E-04,4.50E-04,4.88E-04,4.73E-04,5.76E-04,4.99E-04,5.17E-04
0,0.017483954,0.019063332,0.019064101,0.030963982,0.019884895,0.02194994,0.021669272,0.020993147,,0.00E+00,3.33E-04,3.63E-04,5.90E-04,6.16E-04,4.36E-04,4.76E-04,4.55E-04
1.37E-14,0.021155381,0.020932487,0.02117019,0.022526285,0.022454334,0.022025272,0.02242566,0.021443264,,2.90E-16,4.43E-04,4.43E-04,4.77E-04,5.06E-04,4.95E-04,4.94E-04,4.81E-04
0,0.019910904,0.020761819,0.020095086,0.020428929,0.021016055,0.021101981,0.022731096,0.02220496,,0.00E+00,4.13E-04,4.17E-04,4.11E-04,4.29E-04,4.43E-04,4.80E-04,5.05E-04
0,0.015789831,0.015892547,0.016074472,0.016916892,0.016866462,0.017602023,0.018527767,0.019126957,,0.00E+00,2.51E-04,2.55E-04,2.72E-04,2.85E-04,2.97E-04,3.26E-04,3.54E-04
6.39E-14,0.016767049,0.019822812,0.019873483,0.02127541,0.020996274,0.019937181,0.021298246,0.023588025,,1.07E-15,3.32E-04,3.94E-04,4.23E-04,4.47E-04,4.19E-04,4.25E-04,5.02E-04
5.85E-16,0.023924553,0.022520596,0.022744686,0.021344544,0.020271064,0.01972488,0.018134129,0.017212054,,1.40E-17,5.39E-04,5.12E-04,4.85E-04,4.33E-04,4.00E-04,3.58E-04,3.12E-04
0,0.023473695,0.023352321,0.023145938,0.02355158,0.023260412,0.022844072,0.022407878,0.022913252,,0.00E+00,5.48E-04,5.41E-04,5.45E-04,5.48E-04,5.31E-04,5.12E-04,5.13E-04
3.16E-14,0.017045897,0.018435146,0.025509174,0.013481179,0.042289755,0.016020742,0.022822182,0.023075717,,5.39E-16,3.14E-04,4.70E-04,3.44E-04,5.70E-04,6.78E-04,3.66E-04,5.27E-04
0.096521486,0.010188866,0.011635223,0.027083489,0.007806051,0.036977083,0.011875672,0.018031205,0.020396869,,9.83E-04,1.19E-04,3.15E-04,2.11E-04,2.89E-04,4.39E-04,2.14E-04,3.68E-04
1.05E-17,0.015730553,0.017173258,0.024427338,0.012452568,0.041171733,0.015055498,0.021753707,0.022025334,,1.65E-19,2.70E-04,4.19E-04,3.04E-04,5.13E-04,6.20E-04,3.28E-04,4.79E-04
0,0.018522708,0.01986433,0.02685814,0.014902605,0.043480894,0.017391671,0.024108062,0.024330374,,0.00E+00,3.68E-04,5.34E-04,4.00E-04,6.48E-04,7.56E-04,4.19E-04,5.87E-04
3.06E-14,0.018660441,0.020018653,0.027014243,0.01509683,0.043554178,0.017622921,0.024351197,0.024557546,,5.71E-16,3.74E-04,5.41E-04,4.08E-04,6.58E-04,7.68E-04,4.29E-04,5.98E-04
3.01E-15,0.023523085,0.023121039,0.005746,0.018775896,0.024289445,0.034769312,0.017726777,0.024546321,,7.08E-17,5.44E-04,1.33E-04,1.08E-04,4.56E-04,8.45E-04,6.16E-04,4.35E-04
3.95E-14,0.019459316,0.020898852,0.027201161,0.014924617,0.042909572,0.016429245,0.022684345,0.022915939,,7.69E-16,4.07E-04,5.68E-04,4.06E-04,6.40E-04,7.05E-04,3.73E-04,5.20E-04
1.94E-14,0.017420962,0.018813463,0.02583997,0.01383774,0.042606063,0.016381924,0.023143286,0.023395621,,3.38E-16,3.28E-04,4.86E-04,3.58E-04,5.90E-04,6.98E-04,3.79E-04,5.41E-04
0,0.015233531,0.015620429,0.017315053,0.017283941,0.029316596,0.018206579,0.020304714,0.020141103,,0.00E+00,2.38E-04,2.70E-04,2.99E-04,5.07E-04,5.34E-04,3.70E-04,4.09E-04
0,0.019648327,0.019677468,0.019568664,0.019732276,0.020883682,0.020822726,0.020488382,0.02088589,,0.00E+00,3.87E-04,3.85E-04,3.86E-04,4.12E-04,4.35E-04,4.27E-04,4.28E-04
2.22E-14,0.016818497,0.017374404,0.017857716,0.017888762,0.017752624,0.019517141,0.020163402,0.022050328,,3.73E-16,2.92E-04,3.10E-04,3.19E-04,3.18E-04,3.46E-04,3.94E-04,4.45E-04
0,0.010871067,0.011881131,0.011650733,0.01240757,0.013389072,0.01359989,0.014893415,0.015874917,,0.00E+00,1.29E-04,1.38E-04,1.45E-04,1.66E-04,1.82E-04,2.03E-04,2.36E-04
0,0.014410444,0.01759636,0.017840333,0.019387902,0.019242967,0.018091238,0.019754849,0.02237935,,0.00E+00,2.54E-04,3.14E-04,3.46E-04,3.73E-04,3.48E-04,3.57E-04,4.42E-04
8.24E-15,0.02342317,0.022554344,0.020818061,0.021194078,0.019482169,0.018241506,0.017645564,0.015685957,,1.93E-16,5.28E-04,4.70E-04,4.41E-04,4.13E-04,3.55E-04,3.22E-04,2.77E-04
1.01E-13,0.018435987,0.018279536,0.018124351,0.018668356,0.017784166,0.018317909,0.018974232,0.019282733,,1.86E-15,3.37E-04,3.31E-04,3.38E-04,3.32E-04,3.26E-04,3.48E-04,3.66E-04
0,0.01672703,0.017120934,0.019682439,0.019164438,0.032845582,0.017613129,0.021257892,0.019993745,,0.00E+00,2.86E-04,3.37E-04,3.77E-04,6.29E-04,5.79E-04,3.74E-04,4.25E-04
4.77E-14,0.01633441,0.016713178,0.018380305,0.018314932,0.030063645,0.019258642,0.021314401,0.021246236,,7.79E-16,2.73E-04,3.07E-04,3.37E-04,5.51E-04,5.79E-04,4.10E-04,4.53E-04
5.61E-14,0.01471167,0.015200704,0.016731417,0.016795324,0.028099692,0.017795974,0.019912957,0.019889769,,8.25E-16,2.24E-04,2.54E-04,2.81E-04,4.72E-04,5.00E-04,3.54E-04,3.96E-04
4.60E-14,0.0066777,0.012095254,0.013565561,0.016574646,0.014850879,0.016274337,0.015121156,0.024496767,,3.07E-16,8.08E-05,1.64E-04,2.25E-04,2.46E-04,2.42E-04,2.46E-04,3.70E-04
2.86E-15,0.01472857,0.014733458,0.015497951,0.015726897,0.026056627,0.015266251,0.016993901,0.015943436,,4.21E-17,2.17E-04,2.28E-04,2.44E-04,4.10E-04,3.98E-04,2.59E-04,2.71E-04
2.56E-14,0.015303144,0.015625368,0.017209306,0.01729578,0.028643029,0.018077003,0.020235814,0.02014195,,3.92E-16,2.39E-04,2.69E-04,2.98E-04,4.95E-04,5.18E-04,3.66E-04,4.08E-04
2.17E-15,0.020620147,0.020657328,0.020529202,0.020702595,0.022103009,0.022097305,0.021683138,0.022261259,,4.47E-17,4.26E-04,4.24E-04,4.25E-04,4.58E-04,4.88E-04,4.79E-04,4.83E-04
3.39E-14,0.019799172,0.019943576,0.019757751,0.020019353,0.021469275,0.021391087,0.021150482,0.021725953,,6.71E-16,3.95E-04,3.94E-04,3.96E-04,4.30E-04,4.59E-04,4.52E-04,4.60E-04
0,0.019986447,0.022478261,0.022504641,0.023560442,0.023295543,0.022382485,0.02345617,0.025260956,,0.00E+00,4.49E-04,5.06E-04,5.30E-04,5.49E-04,5.21E-04,5.25E-04,5.93E-04
0,0.022500955,0.021898094,0.020545215,0.020961786,0.020848769,0.019892819,0.019130439,0.018108343,,0.00E+00,4.93E-04,4.50E-04,4.31E-04,4.37E-04,4.15E-04,3.81E-04,3.46E-04
5.46E-14,0.019632592,0.019627358,0.019478976,0.019743871,0.020794041,0.020819804,0.020577803,0.021048798,,1.07E-15,3.85E-04,3.82E-04,3.85E-04,4.11E-04,4.33E-04,4.28E-04,4.33E-04
3.60E-14,0.015543593,0.016121897,0.015783504,0.016313355,0.017071891,0.016699254,0.017463996,0.017655931,,5.60E-16,2.51E-04,2.54E-04,2.57E-04,2.78E-04,2.85E-04,2.92E-04,3.08E-04
5.26E-14,0.017260636,0.020346633,0.02042364,0.021792638,0.021444995,0.020231536,0.021630063,0.023816229,,9.08E-16,3.51E-04,4.16E-04,4.45E-04,4.67E-04,4.34E-04,4.38E-04,5.15E-04
2.86E-14,0.024002623,0.023429735,0.022359326,0.022533626,0.021483435,0.020666689,0.020247603,0.019011454,,6.86E-16,5.62E-04,5.24E-04,5.04E-04,4.84E-04,4.44E-04,4.18E-04,3.85E-04
0,0.02425536,0.024898265,0.025514653,0.024169973,0.026170699,0.025856468,0.024592791,0.024901466,,0.00E+00,6.04E-04,6.35E-04,6.17E-04,6.33E-04,6.77E-04,6.36E-04,6.12E-04
0,0.018219966,0.021312201,0.021335757,0.022631346,0.022211261,0.020993703,0.022402655,0.024561968,,0.00E+00,3.88E-04,4.55E-04,4.83E-04,5.03E-04,4.66E-04,4.70E-04,5.50E-04
0,0.024124851,0.0237341,0.023043584,0.023111701,0.02242274,0.021893014,0.021594295,0.020813471,,0.00E+00,5.73E-04,5.47E-04,5.33E-04,5.18E-04,4.91E-04,4.73E-04,4.49E-04
1.38E-14,0.012578314,0.014176804,0.014183893,0.014008979,0.017078706,0.016222777,0.016504446,0.01711126,,1.74E-16,1.78E-04,2.01E-04,1.99E-04,2.39E-04,2.77E-04,2.68E-04,2.82E-04
3.76E-14,0.020532674,0.023173359,0.023223526,0.02431165,0.023989355,0.022922132,0.024054154,0.025918558,,7.72E-16,4.76E-04,5.38E-04,5.65E-04,5.83E-04,5.50E-04,5.51E-04,6.23E-04
0,0.016927671,0.019959298,0.019997919,0.021317134,0.021021977,0.019812681,0.021215081,0.023412784,,0.00E+00,3.38E-04,3.99E-04,4.26E-04,4.48E-04,4.17E-04,4.20E-04,4.97E-04
0,0.024113372,0.023320742,0.02172341,0.021946795,0.020521113,0.019238797,0.018530645,0.016627118,,0.00E+00,5.62E-04,5.07E-04,4.77E-04,4.50E-04,3.95E-04,3.57E-04,3.08E-04
3.50E-15,0.01590861,0.021827293,0.024465397,0.017015371,0.042670391,0.016215877,0.02733284,0.016255742,,5.57E-17,3.47E-04,5.34E-04,4.16E-04,7.26E-04,6.92E-04,4.43E-04,4.44E-04
0,0.016567106,0.017836135,0.033330894,0.0138933,0.041849817,0.017542876,0.023257186,0.025501292,,0.00E+00,2.95E-04,5.94E-04,4.63E-04,5.81E-04,7.34E-04,4.08E-04,5.93E-04
0,0.017524966,0.019018502,0.026681972,0.014990072,0.042644463,0.017433048,0.023439744,0.023607516,,0.00E+00,3.33E-04,5.07E-04,4.00E-04,6.39E-04,7.43E-04,4.09E-04,5.53E-04
0,0.017458802,0.018327358,0.025169604,0.014301932,0.041330653,0.017812508,0.023840899,0.02468826,,0.00E+00,3.20E-04,4.61E-04,3.60E-04,5.91E-04,7.36E-04,4.25E-04,5.89E-04
6.83E-14,0.014019773,0.015452824,0.02265254,0.011358598,0.038850766,0.014871303,0.021657706,0.022126342,,9.58E-16,2.17E-04,3.50E-04,2.57E-04,4.41E-04,5.78E-04,3.22E-04,4.79E-04
6.81E-14,0.020437557,0.020451273,0.003255912,0.016427867,0.021958619,0.032369062,0.015680895,0.022822022,,1.39E-15,4.18E-04,6.66E-05,5.35E-05,3.61E-04,7.11E-04,5.08E-04,3.58E-04
0,0.018605215,0.020128089,0.026013536,0.013528766,0.041208353,0.014471928,0.020443194,0.020746461,,0.00E+00,3.74E-04,5.24E-04,3.52E-04,5.57E-04,5.96E-04,2.96E-04,4.24E-04
0,0.019818274,0.020981609,0.028621706,0.016197552,0.044661923,0.017748807,0.025240472,0.02481977,,0.00E+00,4.16E-04,6.01E-04,4.64E-04,7.23E-04,7.93E-04,4.48E-04,6.26E-04
0,0.01859066,0.015240968,0.020423087,0.027898249,0.020560244,0.024326823,0.019201916,0.024519874,,0.00E+00,2.83E-04,3.11E-04,5.70E-04,5.74E-04,5.00E-04,4.67E-04,4.71E-04
0,0.02366727,0.018875142,0.023910169,0.020416284,0.023125362,0.024897457,0.020009772,0.025808376,,0.00E+00,4.47E-04,4.51E-04,4.88E-04,4.72E-04,5.76E-04,4.98E-04,5.16E-04
0,0.022194235,0.01811943,0.022605667,0.019487411,0.022548698,0.024354679,0.020731989,0.026032165,,0.00E+00,4.02E-04,4.10E-04,4.41E-04,4.39E-04,5.49E-04,5.05E-04,5.40E-04
8.89E-09,0.019360502,0.014786097,0.019842187,0.017077926,0.019705305,0.021954323,0.017868637,0.023928065,,1.72E-10,2.86E-04,2.93E-04,3.39E-04,3.37E-04,4.33E-04,3.92E-04,4.28E-04
6.88E-14,0.016722613,0.006596941,0.019222814,0.017697552,0.023909705,0.014280515,0.026647109,0.033262521,,1.15E-15,1.10E-04,1.27E-04,3.40E-04,4.23E-04,3.41E-04,3.81E-04,8.86E-04
1.37E-14,0.026342817,0.019573267,0.025062501,0.019663846,0.020987011,0.022089063,0.014988164,0.019646166,,3.61E-16,5.16E-04,4.91E-04,4.93E-04,4.13E-04,4.64E-04,3.31E-04,2.94E-04
0,0.023602254,0.018811471,0.023854472,0.020385313,0.023098785,0.024870604,0.020009031,0.025763849,,0.00E+00,4.44E-04,4.49E-04,4.86E-04,4.71E-04,5.74E-04,4.98E-04,5.16E-04
0,0.017791312,0.020320874,0.0197927,0.033317461,0.01820194,0.021809771,0.020531395,0.021502664,,0.00E+00,3.62E-04,4.02E-04,6.59E-04,6.06E-04,3.97E-04,4.48E-04,4.41E-04
1.41E-14,0.017487967,0.019052731,0.01907465,0.031056327,0.019872785,0.021951192,0.021616865,0.020952199,,2.47E-16,3.33E-04,3.63E-04,5.92E-04,6.17E-04,4.36E-04,4.75E-04,4.53E-04
0,0.019630944,0.021468233,0.021368404,0.035128818,0.021905084,0.023957843,0.023094547,0.021944441,,0.00E+00,4.21E-04,4.59E-04,7.51E-04,7.69E-04,5.25E-04,5.53E-04,5.07E-04
0,0.008469809,0.01356656,0.015012567,0.017833494,0.016062336,0.017491811,0.016160499,0.025263319,,0.00E+00,1.15E-04,2.04E-04,2.68E-04,2.86E-04,2.81E-04,2.83E-04,4.08E-04
0,0.016591791,0.018715715,0.018628388,0.031436788,0.020338273,0.022659038,0.022921951,0.02254106,,0.00E+00,3.11E-04,3.49E-04,5.86E-04,6.39E-04,4.61E-04,5.19E-04,5.17E-04
3.89E-14,0.016235174,0.018970992,0.017788357,0.044144169,0.021738288,0.022925171,0.019692004,0.023271993,,6.32E-16,3.08E-04,3.37E-04,7.85E-04,9.60E-04,4.98E-04,4.51E-04,4.58E-04
1.00E-14,0.019914444,0.020731658,0.020097248,0.020504812,0.021073713,0.021133361,0.022746056,0.022176145,,1.99E-16,4.13E-04,4.17E-04,4.12E-04,4.32E-04,4.45E-04,4.81E-04,5.04E-04
0,0.015374406,0.015527218,0.015674973,0.016317094,0.016272688,0.017159919,0.018086485,0.018937623,,0.00E+00,2.39E-04,2.43E-04,2.56E-04,2.66E-04,2.79E-04,3.10E-04,3.43E-04
3.62E-11,0.017647666,0.021877816,0.021776956,0.023915426,0.022920552,0.020402145,0.022290561,0.025359881,,6.39E-13,3.86E-04,4.76E-04,5.21E-04,5.48E-04,4.68E-04,4.55E-04,5.65E-04
0,0.022855083,0.021543469,0.021950339,0.021994388,0.02107665,0.02029158,0.019364443,0.017791525,,0.00E+00,4.92E-04,4.73E-04,4.83E-04,4.64E-04,4.28E-04,3.93E-04,3.45E-04
3.64E-14,0.023050101,0.022697099,0.022730212,0.024897478,0.024470953,0.023480466,0.023417031,0.023040268,,8.39E-16,5.23E-04,5.16E-04,5.66E-04,6.09E-04,5.75E-04,5.50E-04,5.40E-04
0,0.017094292,0.01760144,0.017374328,0.018071802,0.018347507,0.018851253,0.020267401,0.020370804,,0.00E+00,3.01E-04,3.06E-04,3.14E-04,3.32E-04,3.46E-04,3.82E-04,4.13E-04
8.90E-14,0.015790797,0.018638054,0.018584719,0.020042934,0.019991757,0.019477564,0.020651644,0.023218438,,1.41E-15,2.94E-04,3.46E-04,3.72E-04,4.01E-04,3.89E-04,4.02E-04,4.79E-04
0,0.021356207,0.021240955,0.020798475,0.020218085,0.020073133,0.019821189,0.020293168,0.019237828,,0.00E+00,4.54E-04,4.42E-04,4.21E-04,4.06E-04,3.98E-04,4.02E-04,3.90E-04
2.63E-14,0.023305717,0.02445674,0.022842222,0.024834605,0.024989924,0.023977818,0.025407101,0.026291966,,6.13E-16,5.70E-04,5.59E-04,5.67E-04,6.21E-04,5.99E-04,6.09E-04,6.68E-04
0,0.014123432,0.01507026,0.015249899,0.016781641,0.017771292,0.018350238,0.018280387,0.020428243,,0.00E+00,2.13E-04,2.30E-04,2.56E-04,2.98E-04,3.26E-04,3.35E-04,3.73E-04
3.72E-16,0.016768871,0.016497359,0.016731151,0.0171453,0.016818623,0.017361726,0.017802915,0.018117689,,6.24E-18,2.77E-04,2.76E-04,2.87E-04,2.88E-04,2.92E-04,3.09E-04,3.23E-04
1.50E-14,0.016321824,0.016244594,0.015904942,0.019296791,0.018218156,0.018145707,0.018377038,0.021661307,,2.45E-16,2.65E-04,2.58E-04,3.07E-04,3.52E-04,3.31E-04,3.33E-04,3.98E-04
1.54E-14,0.017372309,0.019607685,0.019123555,0.020703762,0.020004746,0.018698158,0.019728868,0.021726691,,2.68E-16,3.41E-04,3.75E-04,3.96E-04,4.14E-04,3.74E-04,3.69E-04,4.29E-04
1.58E-11,0.021976669,0.024346652,0.024277342,0.024895681,0.024438417,0.022537074,0.023826117,0.025106996,,3.47E-13,5.35E-04,5.91E-04,6.04E-04,6.08E-04,5.51E-04,5.37E-04,5.98E-04
0,0.027334029,0.025256197,0.02526142,0.024139957,0.022197267,0.020784264,0.017893282,0.017593954,,0.00E+00,6.90E-04,6.38E-04,6.10E-04,5.36E-04,4.61E-04,3.72E-04,3.15E-04
3.19E-14,0.015349468,0.0165984,0.03214371,0.012673109,0.040917313,0.016445566,0.022195938,0.024601376,,4.90E-16,2.55E-04,5.34E-04,4.07E-04,5.19E-04,6.73E-04,3.65E-04,5.46E-04
3.87E-14,0.016736346,0.018183843,0.025694657,0.013855364,0.041989753,0.016386656,0.022670325,0.022944616,,6.48E-16,3.04E-04,4.67E-04,3.56E-04,5.82E-04,6.88E-04,3.71E-04,5.20E-04
0,0.015535295,0.016712526,0.022439008,0.013988466,0.038296,0.018198507,0.02420555,0.023547835,,0.00E+00,2.60E-04,3.75E-04,3.14E-04,5.36E-04,6.97E-04,4.41E-04,5.70E-04
8.27E-15,0.010173302,0.012006146,0.019039797,0.008577248,0.035085704,0.012623229,0.019782287,0.01961356,,8.41E-17,1.22E-04,2.29E-04,1.63E-04,3.01E-04,4.43E-04,2.50E-04,3.88E-04
9.82E-17,0.018166302,0.018347325,0.001452237,0.014674978,0.020278274,0.030523509,0.014248201,0.021663421,,1.78E-18,3.33E-04,2.66E-05,2.13E-05,2.98E-04,6.19E-04,4.35E-04,3.09E-04
0,0.017803685,0.019452357,0.024902023,0.012272252,0.039633211,0.012656581,0.01840933,0.0186583,,0.00E+00,3.46E-04,4.84E-04,3.06E-04,4.86E-04,5.02E-04,2.33E-04,3.43E-04
0,0.015428817,0.017192685,0.02354507,0.012069947,0.040954034,0.015273503,0.021628695,0.021953023,,0.00E+00,2.65E-04,4.05E-04,2.84E-04,4.94E-04,6.26E-04,3.30E-04,4.75E-04
1.42E-10,0.017867178,0.018616054,0.035539246,0.012530423,0.041362458,0.016641618,0.023748088,0.027046013,,2.54E-12,3.33E-04,6.62E-04,4.45E-04,5.18E-04,6.88E-04,3.95E-04,6.42E-04
2.47E-14,0.016422715,0.017623648,0.032837035,0.013771512,0.041651646,0.017561748,0.023234344,0.025511945,,4.06E-16,2.89E-04,5.79E-04,4.52E-04,5.74E-04,7.31E-04,4.08E-04,5.93E-04
0,0.014750352,0.016082131,0.030982137,0.012243992,0.040435847,0.016157888,0.022104523,0.02426079,,0.00E+00,2.37E-04,4.98E-04,3.79E-04,4.95E-04,6.53E-04,3.57E-04,5.36E-04
2.21E-14,0.01344108,0.014854669,-0.002948351,0.012448716,0.017495401,0.030685128,0.010571421,0.023140445,,2.97E-16,2.00E-04,-4.38E-05,-3.67E-05,2.18E-04,5.37E-04,3.24E-04,2.45E-04
0,0.013699665,0.015196993,0.029263846,0.009964799,0.038168309,0.012620952,0.018121409,0.020349957,,0.00E+00,2.08E-04,4.45E-04,2.92E-04,3.80E-04,4.82E-04,2.29E-04,3.69E-04
0,0.015390728,0.016747981,0.031678718,0.012668741,0.041054381,0.016560888,0.022227647,0.024546322,,0.00E+00,2.58E-04,5.31E-04,4.01E-04,5.20E-04,6.80E-04,3.68E-04,5.46E-04
3.21E-14,0.017740618,0.019171565,0.026792975,0.01522471,0.042683967,0.017764896,0.023692003,0.023921496,,5.69E-16,3.40E-04,5.14E-04,4.08E-04,6.50E-04,7.58E-04,4.21E-04,5.67E-04
0,0.017168068,0.018653657,0.026273949,0.014716773,0.042151928,0.017362627,0.023426299,0.023639865,,0.00E+00,3.20E-04,4.90E-04,3.87E-04,6.20E-04,7.32E-04,4.07E-04,5.54E-04
7.47E-14,0.022968379,0.022529191,0.005179855,0.018179989,0.023762065,0.034364952,0.017317211,0.024125335,,1.72E-15,5.17E-04,1.17E-04,9.42E-05,4.32E-04,8.17E-04,5.95E-04,4.18E-04
0,0.018039564,0.019645318,0.026115763,0.013910829,0.040881597,0.014957136,0.020413327,0.020679972,,0.00E+00,3.54E-04,5.13E-04,3.63E-04,5.69E-04,6.11E-04,3.05E-04,4.22E-04
0,0.016765777,0.018269048,0.025710358,0.013980921,0.042013261,0.016596576,0.022733007,0.023017739,,0.00E+00,3.06E-04,4.70E-04,3.59E-04,5.87E-04,6.97E-04,3.77E-04,5.23E-04
0,0.014360728,0.016035438,0.023320222,0.01152672,0.039710573,0.014589574,0.021722054,0.021889894,,0.00E+00,2.30E-04,3.74E-04,2.69E-04,4.58E-04,5.79E-04,3.17E-04,4.75E-04
2.67E-13,0.020786561,0.020825595,0.003633925,0.016795044,0.022279195,0.032581497,0.015906959,0.022976952,,5.55E-15,4.33E-04,7.57E-05,6.10E-05,3.74E-04,7.26E-04,5.18E-04,3.65E-04
0,0.01901329,0.02051817,0.026582824,0.014145942,0.042007935,0.015286163,0.021400497,0.021650804,,0.00E+00,3.90E-04,5.45E-04,3.76E-04,5.94E-04,6.42E-04,3.27E-04,4.63E-04
0,0.022047567,0.02218177,0.030498315,0.019030919,0.044775748,0.020582147,0.028146547,0.027630395,,0.00E+00,4.89E-04,6.77E-04,5.80E-04,8.52E-04,9.22E-04,5.79E-04,7.78E-04
8.04E-15,0.021689721,0.021693676,0.0044156,0.017537387,0.022983333,0.033318949,0.016588199,0.023629541,,1.74E-16,4.71E-04,9.58E-05,7.74E-05,4.03E-04,7.66E-04,5.53E-04,3.92E-04
0,0.019438366,0.020886779,0.027133906,0.014821921,0.04278335,0.016240949,0.022459674,0.022695615,,0.00E+00,4.06E-04,5.67E-04,4.02E-04,6.34E-04,6.95E-04,3.65E-04,5.10E-04
0,0.01230239,0.01340321,0.022038318,0.010774903,0.036416321,0.013727124,0.021974877,0.021522112,,0.00E+00,1.65E-04,2.95E-04,2.37E-04,3.92E-04,5.00E-04,3.02E-04,4.73E-04
0,0.022824144,0.022715571,0.005470125,0.018510227,0.024161787,0.034733167,0.017791156,0.024763324,,0.00E+00,5.18E-04,1.24E-04,1.01E-04,4.47E-04,8.39E-04,6.18E-04,4.41E-04
0,0.020332038,0.020360735,0.003188166,0.016289538,0.021801923,0.032070318,0.015463186,0.022547281,,0.00E+00,4.14E-04,6.49E-05,5.19E-05,3.55E-04,6.99E-04,4.96E-04,3.49E-04
1.25E-13,0.018480426,0.020023977,0.025690996,0.012963269,0.040333776,0.013269173,0.019149894,0.019379825,,2.31E-15,3.70E-04,5.14E-04,3.33E-04,5.23E-04,5.35E-04,2.54E-04,3.71E-04
0,0.015479155,0.01591427,0.01863082,0.01807745,0.031926307,0.016178426,0.020109147,0.018697077,,0.00E+00,2.46E-04,2.96E-04,3.37E-04,5.77E-04,5.17E-04,3.25E-04,3.76E-04
0,0.015280501,0.015891748,0.01736482,0.017331995,0.025498966,0.019013091,0.020859305,0.021998822,,0.00E+00,2.43E-04,2.76E-04,3.01E-04,4.42E-04,4.85E-04,3.97E-04,4.59E-04
2.67E-14,0.013625593,0.014230607,0.015603124,0.015778508,0.026322773,0.016882362,0.019027645,0.019157199,,3.64E-16,1.94E-04,2.22E-04,2.46E-04,4.15E-04,4.44E-04,3.21E-04,3.65E-04
0,0.003633909,0.009494873,0.011108533,0.014416047,0.012820496,0.01417136,0.013400824,0.023286905,,0.00E+00,3.45E-05,1.05E-04,1.60E-04,1.85E-04,1.82E-04,1.90E-04,3.12E-04
0,0.015020472,0.015458956,0.017263166,0.017210321,0.029420693,0.018305984,0.020451732,0.020397825,,0.00E+00,2.32E-04,2.67E-04,2.97E-04,5.06E-04,5.39E-04,3.74E-04,4.17E-04
2.83E-14,0.015214962,0.015610837,0.017320463,0.017273758,0.029398294,0.018215913,0.020306011,0.020133211,,4.31E-16,2.38E-04,2.70E-04,2.99E-04,5.08E-04,5.36E-04,3.70E-04,4.09E-04
0,0.017011738,0.017712624,0.018654158,0.018282213,0.015252177,0.017883442,0.019602562,0.021284246,,0.00E+00,3.01E-04,3.30E-04,3.41E-04,2.79E-04,2.73E-04,3.51E-04,4.17E-04
0,0.007046194,0.008553246,0.008439833,0.009231137,0.008047975,0.008511204,0.011319795,0.011915334,,0.00E+00,6.03E-05,7.22E-05,7.79E-05,7.43E-05,6.85E-05,9.63E-05,1.35E-04
